query_name,generic_class,query_family,query_type,abstract_query,selected_root,document_depth,max_depth_for_query,document_depth_ratio,best_document_depth,is_best_depth,depth_position_label,depth_effect_label,Rc,Re,DeltaR,DeltaRratio,n_reachable_entities,reachable_entities,n_total_edges,n_covered_edges,n_remaining_edges,is_full_coverage,covered_relationships,remaining_relationships,covered_semantic_types,remaining_semantic_types,entities_touched,n_entities_touched,semantic_types_touched,observed_cardinalities_touched,hint_confidences_touched,has_low_confidence_mapping,has_no_match_cardinality,Rc_status,covered_edge_ids,remaining_edge_ids,selection_strategy,selection_reason,max_entity_distance_D,min_entity_distance_D,avg_entity_distance_D,n_unreachable_entities,max_entity_depth,max_edge_depth,n_unique_edges,relationship_status,n_relationship_edges,n_semantic_types,relationship_names_touched,n_low_confidence_edges,n_medium_confidence_edges,n_high_confidence_edges,n_no_match_edges,has_relationship_reduction_potential,touches_association,touches_containment,touches_descriptor,touches_ownership,touches_subtype,n_association_edges,n_containment_edges,n_descriptor_edges,n_ownership_edges,n_subtype_edges,DeltaRratio_at_best_depth,is_full_coverage_at_best_depth
Q1_CompanyProfileIBM,QG1,Local lookup,select,Show the profile of company IBM.,Corporation,0,0,0.0,0,True,single_entity_or_depth_zero,no_relationships_to_reduce,0,0,0,0.0,1,['Corporation'],0,0,0,True,[],[],[],[],['Corporation'],1,[],[],[],False,False,single_or_no_terminal,[],[],query_subject,"The query is a local lookup over the profile of one company, represented as Corporation in the conceptual schema.",0,0,0.0,0,0,0,0,no_relationship_edges,0,0,[],0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,0,0,0,0,0.0,True
Q2_CompanyWithIndustryCountryAndListedSecurities,QG2,Shallow rooted retrieval,select,"Show IBM with its industry, country, and listed securities.",Corporation,0,1,0.0,1,False,root_only,no_reduction,3,3,0,0.0,1,['Corporation'],3,0,3,False,[],"['corporation_has_country', 'corporation_has_industry', 'corporation_has_listed_security']",[],"['association', 'descriptor']","['Corporation', 'Industry', 'Country', 'ListedSecurity']",4,"['association', 'descriptor']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,[],"['Corporation -- Country [corporation_has_country]', 'Corporation -- Industry [corporation_has_industry]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",query_subject,The query starts from IBM and retrieves directly related descriptor and listed-security information.,1,0,0.75,0,1,1,3,has_relationship_edges,3,2,"['corporation_has_country', 'corporation_has_industry', 'corporation_has_listed_security']",0.0,1.0,2.0,1.0,True,True,False,True,False,False,1,0,2,0,0,1.0,True
Q2_CompanyWithIndustryCountryAndListedSecurities,QG2,Shallow rooted retrieval,select,"Show IBM with its industry, country, and listed securities.",Corporation,1,1,1.0,1,True,maximum_depth,full_reduction,3,0,3,1.0,4,"['Corporation', 'Country', 'Industry', 'ListedSecurity']",3,3,0,True,"['corporation_has_country', 'corporation_has_industry', 'corporation_has_listed_security']",[],"['association', 'descriptor']",[],"['Corporation', 'Industry', 'Country', 'ListedSecurity']",4,"['association', 'descriptor']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['Corporation -- Country [corporation_has_country]', 'Corporation -- Industry [corporation_has_industry]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",[],query_subject,The query starts from IBM and retrieves directly related descriptor and listed-security information.,1,0,0.75,0,1,1,3,has_relationship_edges,3,2,"['corporation_has_country', 'corporation_has_industry', 'corporation_has_listed_security']",0.0,1.0,2.0,1.0,True,True,False,True,False,False,1,0,2,0,0,1.0,True
Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,Show the securities held in each financial service account.,FinancialServiceAccount,0,3,0.0,3,False,root_only,no_reduction,3,3,0,0.0,1,['FinancialServiceAccount'],3,0,3,False,[],"['account_has_holding', 'holding_refers_to_listed_security', 'listed_security_represents_security']",[],"['association', 'containment']","['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Security']",4,"['association', 'containment']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,[],"['FinancialServiceAccount -- Holding [account_has_holding]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'ListedSecurity -- Security [listed_security_represents_security]']",container_entity,"The query asks for securities held inside each financial service account, so the account is the natural container root.",3,0,1.5,0,3,3,3,has_relationship_edges,3,2,"['account_has_holding', 'holding_refers_to_listed_security', 'listed_security_represents_security']",0.0,1.0,2.0,1.0,True,True,True,False,False,False,2,1,0,0,0,1.0,True
Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,Show the securities held in each financial service account.,FinancialServiceAccount,1,3,0.3333333333333333,3,False,intermediate_depth,partial_reduction_low,3,2,1,0.3333333333333333,2,"['FinancialServiceAccount', 'Holding']",3,1,2,False,['account_has_holding'],"['holding_refers_to_listed_security', 'listed_security_represents_security']",['containment'],['association'],"['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Security']",4,"['association', 'containment']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,['FinancialServiceAccount -- Holding [account_has_holding]'],"['Holding -- ListedSecurity [holding_refers_to_listed_security]', 'ListedSecurity -- Security [listed_security_represents_security]']",container_entity,"The query asks for securities held inside each financial service account, so the account is the natural container root.",3,0,1.5,0,3,3,3,has_relationship_edges,3,2,"['account_has_holding', 'holding_refers_to_listed_security', 'listed_security_represents_security']",0.0,1.0,2.0,1.0,True,True,True,False,False,False,2,1,0,0,0,1.0,True
Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,Show the securities held in each financial service account.,FinancialServiceAccount,2,3,0.6666666666666666,3,False,intermediate_depth,partial_reduction_high,3,1,2,0.6666666666666666,3,"['FinancialServiceAccount', 'Holding', 'ListedSecurity']",3,2,1,False,"['account_has_holding', 'holding_refers_to_listed_security']",['listed_security_represents_security'],"['association', 'containment']",['association'],"['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Security']",4,"['association', 'containment']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['FinancialServiceAccount -- Holding [account_has_holding]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]']",['ListedSecurity -- Security [listed_security_represents_security]'],container_entity,"The query asks for securities held inside each financial service account, so the account is the natural container root.",3,0,1.5,0,3,3,3,has_relationship_edges,3,2,"['account_has_holding', 'holding_refers_to_listed_security', 'listed_security_represents_security']",0.0,1.0,2.0,1.0,True,True,True,False,False,False,2,1,0,0,0,1.0,True
Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,Show the securities held in each financial service account.,FinancialServiceAccount,3,3,1.0,3,True,maximum_depth,full_reduction,3,0,3,1.0,4,"['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Security']",3,3,0,True,"['account_has_holding', 'holding_refers_to_listed_security', 'listed_security_represents_security']",[],"['association', 'containment']",[],"['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Security']",4,"['association', 'containment']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['FinancialServiceAccount -- Holding [account_has_holding]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'ListedSecurity -- Security [listed_security_represents_security]']",[],container_entity,"The query asks for securities held inside each financial service account, so the account is the natural container root.",3,0,1.5,0,3,3,3,has_relationship_edges,3,2,"['account_has_holding', 'holding_refers_to_listed_security', 'listed_security_represents_security']",0.0,1.0,2.0,1.0,True,True,True,False,False,False,2,1,0,0,0,1.0,True
Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,"Show the companies reached from a person through account, holding, and listed security.",Person,0,4,0.0,4,False,root_only,no_reduction,4,4,0,0.0,1,['Person'],4,0,4,False,[],"['account_has_holding', 'corporation_has_listed_security', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",[],"['association', 'containment', 'ownership']","['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Corporation']",5,"['association', 'containment', 'ownership']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,[],"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",traversal_start,"The query starts from a person and traverses account, holding, and listed security to reach companies.",4,0,2.0,0,4,4,4,has_relationship_edges,4,3,"['account_has_holding', 'corporation_has_listed_security', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",0.0,1.0,3.0,1.0,True,True,True,False,True,False,2,1,0,1,0,1.0,True
Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,"Show the companies reached from a person through account, holding, and listed security.",Person,1,4,0.25,4,False,intermediate_depth,partial_reduction_low,4,3,1,0.25,2,"['FinancialServiceAccount', 'Person']",4,1,3,False,['person_owns_financial_service_account'],"['account_has_holding', 'corporation_has_listed_security', 'holding_refers_to_listed_security']",['ownership'],"['association', 'containment']","['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Corporation']",5,"['association', 'containment', 'ownership']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,['Person -- FinancialServiceAccount [person_owns_financial_service_account]'],"['FinancialServiceAccount -- Holding [account_has_holding]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",traversal_start,"The query starts from a person and traverses account, holding, and listed security to reach companies.",4,0,2.0,0,4,4,4,has_relationship_edges,4,3,"['account_has_holding', 'corporation_has_listed_security', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",0.0,1.0,3.0,1.0,True,True,True,False,True,False,2,1,0,1,0,1.0,True
Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,"Show the companies reached from a person through account, holding, and listed security.",Person,2,4,0.5,4,False,intermediate_depth,partial_reduction_high,4,2,2,0.5,3,"['FinancialServiceAccount', 'Holding', 'Person']",4,2,2,False,"['account_has_holding', 'person_owns_financial_service_account']","['corporation_has_listed_security', 'holding_refers_to_listed_security']","['containment', 'ownership']",['association'],"['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Corporation']",5,"['association', 'containment', 'ownership']","['no_observed_matches', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]']","['Holding -- ListedSecurity [holding_refers_to_listed_security]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",traversal_start,"The query starts from a person and traverses account, holding, and listed security to reach companies.",4,0,2.0,0,4,4,4,has_relationship_edges,4,3,"['account_has_holding', 'corporation_has_listed_security', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",0.0,1.0,3.0,1.0,True,True,True,False,True,False,2,1,0,1,0,1.0,True
